epoch,beam1_deg,beam2_deg,beam3_deg,beam4_deg,energy1,energy2,energy3,energy4,dominant_beam,dominance_ratio
1788692832.5687053,142.84460920716572,242.94094953143252,248.83870859671183,242.94094953143252,0.0,500041.625,298938.125,500041.625,2,1.0
1788692832.7114542,142.84460920716572,242.94094953143252,70.68993756982823,242.94094953143252,0.0,0.0,0.0,0.0,1,0.0
1788692832.8543653,142.84460920716572,242.94094953143252,88.50869217090842,88.50869217090842,0.0,0.0,0.0,0.0,1,0.0
1788692833.0077446,142.84460920716572,242.94094953143252,81.31703572964025,81.31703572964025,0.0,0.0,0.0,0.0,1,0.0
1788692833.160976,142.84460920716572,242.94094953143252,85.295593600416,85.295593600416,0.0,0.0,0.0,0.0,1,0.0
1788692833.30387,142.84460920716572,242.94094953143252,56.50352538068503,56.50352538068503,0.0,0.0,0.0,0.0,1,0.0
1788692833.4467378,142.84460920716572,242.94094953143252,248.38157769594122,248.38157769594122,0.0,0.0,0.0,0.0,1,0.0
1788692833.6103756,142.84460920716572,242.94094953143252,251.12529200629203,242.94094953143252,0.0,693111.5,199198.875,693111.5,2,1.0
1788692833.7531533,142.84460920716572,242.94094953143252,249.924353504907,242.94094953143252,0.0,637520.625,338629.96875,637520.625,2,1.0
1788692833.896007,142.84460920716572,243.23396464682608,250.4645121852283,243.23396464682608,0.0,1390360.5,1260297.125,1390360.5,2,1.0
1788692834.0390265,142.84460920716572,243.23426517514957,251.57501898200235,243.23426517514957,0.0,225770.453125,0.0,225770.453125,2,1.0
1788692834.2028046,142.84460920716572,243.31497069038244,247.80814233398362,243.31497069038244,0.0,2276466.5,2008524.875,2276466.5,2,1.0
1788692834.3456542,142.84460920716572,246.1756998015939,250.5548892483259,246.1756998015939,0.0,1841668.25,2807910.75,1841668.25,3,1.524656110024159
1788692834.488404,142.84460920716572,246.21329316278565,250.41883188005926,246.21329316278565,0.0,1000881.3125,88486.46875,1000881.3125,2,1.0
1788692834.6312842,142.84460920716572,246.21329316278565,251.86502881416106,246.21329316278565,0.0,0.0,0.0,0.0,1,0.0
1788692834.7949283,142.84460920716572,246.21329316278565,79.54968330076443,246.21329316278565,0.0,0.0,0.0,0.0,1,0.0
1788692834.9382365,142.84460920716572,246.21329316278565,210.9360491185868,246.21329316278565,0.0,0.0,0.0,0.0,1,0.0
1788692835.08118,142.58778043399488,246.21329316278565,185.78005259407962,246.21329316278565,0.0,0.0,0.0,0.0,1,0.0
